,Team,Home,Away,Year,Week,H_pts_per_game_scored,A_pts_per_game_scored,H_pts_per_game_allowed,A_pts_per_game_allowed,H_yds_per_game_gained,A_yds_per_game_gained,H_yds_per_game_allowed,A_yds_per_game_allowed,H_yds_per_point_scored,A_yds_per_point_scored,H_yds_per_point_allowed,A_yds_per_point_allowed,H_yds_per_ply_gained,A_yds_per_ply_gained,H_yds_per_ply_allowed,A_yds_per_ply_allowed,H_sacks_per_ply_allowed,A_sacks_per_ply_allowed,H_sacks_per_ply,A_sacks_per_ply,H_int_per_ply,A_int_per_Ply,H_int_per_ply_thrown,A_int_per_ply_thrown,H_pass_run_ratio,A_pass_run_ratio,H_yds_per_pass_gained,A_yds_per_pass_gained,H_yds_per_pass_allowed,A_yds_per_pass_allowed,H_yds_per_run_gained,A_yds_per_run_gained,H_yds_per_run_allowed,A_yds_per_run_allowed,H_Score,A_Score
0,new-orleans-saints,new-orleans-saints,minnesota-vikings,2010.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14,9
1,new-orleans-saints,san-francisco-49ers,new-orleans-saints,2010.0,2.0,14.0,0.0,9.0,0.0,308.0,0.0,253.0,0.0,22.0,0.0,28.11111111111111,0.0,4.967741935483871,0.0,4.96078431372549,0.0,0.016129032258064516,0.0,0.0196078431372549,0.0,0.0,0.0,0.016129032258064516,0.0,1.44,0.0,6.583333333333333,0.0,6.333333333333333,0.0,3.16,0.0,3.9565217391304346,0.0,22,25
2,new-orleans-saints,new-orleans-saints,atlanta-falcons,2010.0,3.0,14.0,25.0,9.0,22.0,308.0,287.0,253.0,417.0,22.0,11.48,28.11111111111111,18.954545454545453,4.967741935483871,4.484375,4.96078431372549,7.189655172413793,0.016129032258064516,0.03125,0.0196078431372549,0.0,0.0,0.0,0.016129032258064516,0.03125,1.44,1.5833333333333333,6.583333333333333,6.684210526315789,6.333333333333333,8.59375,3.16,2.0833333333333335,3.9565217391304346,5.461538461538462,24,27
3,new-orleans-saints,new-orleans-saints,carolina-panthers,2010.0,4.0,19.0,25.0,18.0,22.0,353.0,287.0,335.0,417.0,18.57894736842105,11.48,18.61111111111111,18.954545454545453,5.983050847457627,4.484375,5.037593984962406,7.189655172413793,0.025423728813559324,0.03125,0.022556390977443608,0.0,0.015037593984962405,0.0,0.00847457627118644,0.03125,1.8048780487804879,1.5833333333333333,8.135135135135135,6.684210526315789,7.0,8.59375,2.975609756097561,2.0833333333333335,4.013698630136986,5.461538461538462,16,14
4,new-orleans-saints,arizona-cardinals,new-orleans-saints,2010.0,5.0,18.0,25.0,16.666666666666668,22.0,363.0,287.0,307.0,417.0,20.166666666666668,11.48,18.42,18.954545454545453,5.527918781725888,4.484375,5.116666666666666,7.189655172413793,0.025380710659898477,0.03125,0.03333333333333333,0.0,0.011111111111111112,0.0,0.005076142131979695,0.03125,1.7428571428571429,1.5833333333333333,7.188524590163935,6.684210526315789,6.987179487179487,8.59375,3.4714285714285715,2.0833333333333335,4.28125,5.461538461538462,30,20
5,new-orleans-saints,tampa-bay-buccaneers,new-orleans-saints,2010.0,6.0,18.0,22.5,16.666666666666668,26.0,363.0,322.5,307.0,305.5,20.166666666666668,14.333333333333334,18.42,11.75,5.527918781725888,5.119047619047619,5.116666666666666,5.3130434782608695,0.025380710659898477,0.023809523809523808,0.03333333333333333,0.034782608695652174,0.011111111111111112,0.02608695652173913,0.005076142131979695,0.023809523809523808,1.7428571428571429,1.673913043478261,7.188524590163935,6.922077922077922,6.987179487179487,7.360655737704918,3.4714285714285715,2.9347826086956523,4.28125,3.66,6,31
6,new-orleans-saints,new-orleans-saints,cleveland-browns,2010.0,7.0,18.0,25.333333333333332,16.666666666666668,19.333333333333332,363.0,373.3333333333333,307.0,296.0,20.166666666666668,14.736842105263158,18.42,15.310344827586206,5.527918781725888,5.894736842105263,5.116666666666666,4.906077348066298,0.025380710659898477,0.015789473684210527,0.03333333333333333,0.027624309392265192,0.011111111111111112,0.022099447513812154,0.005076142131979695,0.015789473684210527,1.7428571428571429,1.3974358974358974,7.188524590163935,7.302752293577981,6.987179487179487,6.342592592592593,3.4714285714285715,4.448717948717949,4.28125,3.3088235294117645,17,30
7,new-orleans-saints,new-orleans-saints,pittsburgh-steelers,2010.0,8.0,17.75,25.333333333333332,20.0,19.333333333333332,370.75,373.3333333333333,282.75,296.0,20.887323943661972,14.736842105263158,14.1375,15.310344827586206,5.412408759124087,5.894736842105263,5.004424778761062,4.906077348066298,0.029197080291970802,0.015789473684210527,0.030973451327433628,0.027624309392265192,0.02654867256637168,0.022099447513812154,0.0036496350364963502,0.015789473684210527,2.022727272727273,1.3974358974358974,6.926966292134831,7.302752293577981,6.652631578947369,6.342592592592593,3.4204545454545454,4.448717948717949,4.32258064516129,3.3088235294117645,20,10
8,new-orleans-saints,carolina-panthers,new-orleans-saints,2010.0,9.0,18.2,25.333333333333332,18.0,19.333333333333332,360.2,373.3333333333333,282.0,296.0,19.791208791208792,14.736842105263158,15.666666666666666,15.310344827586206,5.281524926686217,5.894736842105263,5.071942446043166,4.906077348066298,0.02932551319648094,0.015789473684210527,0.03597122302158273,0.027624309392265192,0.025179856115107913,0.022099447513812154,0.005865102639296188,0.015789473684210527,2.036697247706422,1.3974358974358974,6.927927927927928,7.302752293577981,6.723577235772358,6.342592592592593,3.036697247706422,4.448717948717949,4.441379310344828,3.3088235294117645,3,34
9,new-orleans-saints,new-orleans-saints,seattle-seahawks,2010.0,11.0,18.2,27.5,18.0,15.25,360.2,382.0,282.0,270.75,19.791208791208792,13.89090909090909,15.666666666666666,17.75409836065574,5.281524926686217,5.7443609022556394,5.071942446043166,4.420408163265306,0.02932551319648094,0.015037593984962405,0.03597122302158273,0.036734693877551024,0.025179856115107913,0.02040816326530612,0.005865102639296188,0.015037593984962405,2.036697247706422,1.3818181818181818,6.927927927927928,6.901315789473684,6.723577235772358,5.5,3.036697247706422,4.654545454545454,4.441379310344828,3.8260869565217392,34,19
10,new-orleans-saints,dallas-cowboys,new-orleans-saints,2010.0,12.0,20.833333333333332,27.5,18.166666666666668,15.25,382.5,382.0,305.6666666666667,270.75,18.36,13.89090909090909,16.825688073394495,17.75409836065574,5.556900726392252,5.7443609022556394,5.410029498525073,4.420408163265306,0.024213075060532687,0.015037593984962405,0.029498525073746312,0.036734693877551024,0.02654867256637168,0.02040816326530612,0.004842615012106538,0.015037593984962405,1.9202898550724639,1.3818181818181818,7.245283018867925,6.901315789473684,7.1437125748503,5.5,3.210144927536232,4.654545454545454,4.333333333333333,3.8260869565217392,27,30
11,new-orleans-saints,cincinnati-bengals,new-orleans-saints,2010.0,13.0,20.833333333333332,28.0,18.166666666666668,17.6,382.5,388.4,305.6666666666667,308.0,18.36,13.871428571428572,16.825688073394495,17.5,5.556900726392252,5.920731707317073,5.410029498525073,4.8125,0.024213075060532687,0.018292682926829267,0.029498525073746312,0.03125,0.02654867256637168,0.01875,0.004842615012106538,0.01524390243902439,1.9202898550724639,1.4580152671755726,7.245283018867925,7.335078534031414,7.1437125748503,5.940860215053763,3.210144927536232,4.526717557251908,4.333333333333333,4.0,30,34
